,bids_name,aor,aqi,dummy_trs,dvars_nstd,dvars_std,dvars_vstd,efc,fber,fd_mean,fd_num,fd_perc,fwhm_avg,fwhm_x,fwhm_y,fwhm_z,gcor,gsr_x,gsr_y,size_t,size_x,size_y,size_z,snr,spacing_tr,spacing_x,spacing_y,spacing_z,summary_bg_k,summary_bg_mad,summary_bg_mean,summary_bg_median,summary_bg_n,summary_bg_p05,summary_bg_p95,summary_bg_stdv,summary_fg_k,summary_fg_mad,summary_fg_mean,summary_fg_median,summary_fg_n,summary_fg_p05,summary_fg_p95,summary_fg_stdv,tsnr,sub,ses,task,run
158,sub-CBPD0088_ses-01_task-rest_run-01_bold,0.023734561403508776,0.046775142105263165,0,125.21339607214287,1.2704730980357142,1.1783020746428572,0.5610680857837111,557.47802734375,1.4595791891813548,17,29.824561403508767,3.6577263833533062,3.2128746169955,3.8433650000000004,3.9169395330644208,0.0385622,-0.010577873326838015,0.059167265892028816,57,96,96,75,2.0299725994845144,2.0,2.000000238418579,2.0,2.000000238418579,29.46202771379712,95.3027114868164,410.7972106933594,256.122802734375,377542.0,157.59649658203125,1263.875445556641,466.54595947265625,1.5447208700785522,2675.537841796875,7096.87841796875,6424.4912109375,214204.0,3300.2482421875,13462.35703124998,3164.809326171875,13.240148544311525,CBPD0088,1,rest,1
159,sub-CBPD0088_ses-01_task-rest_run-02_bold,0.018418933333333342,0.015274438933333332,0,76.39357918879195,1.3320975059060407,1.1749012904697977,0.5582394133167599,592.5987548828125,0.6998092618795311,26,17.333333333333332,3.3653164056269644,3.0063346416169834,3.5266699999999997,3.5629445752639084,0.078808,-0.013677782379090786,0.06004557758569716,150,96,96,75,2.055743266669585,2.0,2.000000238418579,2.0,2.000000238418579,33.637648441773784,86.29733276367188,423.9852294921875,252.5066680908203,382983.0,177.74667358398438,1326.8620361328108,513.0515747070311,1.3859663822338213,2771.47314453125,7249.10498046875,6580.8203125,209304.0,3381.646142578125,13622.348779296868,3201.18017578125,23.75086975097656,CBPD0088,1,rest,2
161,sub-CBPD0089_ses-01_task-rest_run-01_bold,0.0034407333333333337,0.007032967533333334,0,43.15043179281874,1.231544787382551,1.0273051104026851,0.5113692614233917,695.1586303710938,0.2321964084828688,2,1.3333333333333333,3.2300416666666667,2.97437,3.4034199999999997,3.312335,0.0311933,-0.01346059050410986,0.04072168096899986,150,96,96,75,2.1850665498558284,2.0,2.0,2.0,2.0,38.586518930013646,60.62855911254883,386.9869689941406,224.81333923339844,439056.0,171.94000244140625,1176.923370361328,512.432373046875,1.4320873810530357,2322.41748046875,6971.974609375,6274.6201171875,160000.0,3614.417163085937,12741.697363281248,2871.583251953125,41.327880859375,CBPD0089,1,rest,1
162,sub-CBPD0089_ses-02_task-rest_run-01_bold,0.009148936170212764,0.019891318085106385,0,65.1214716701604,1.130451240481284,0.9941890588770051,0.5271159356317195,655.3872680664062,0.5379298916323312,16,8.51063829787234,3.3115650000000003,2.95076,3.62112,3.3628150000000003,0.0315518,-0.005694727879017592,0.03608982264995575,188,96,96,75,2.4965044964600964,2.0,2.0,2.0,2.0,33.22361629151598,62.5058822631836,403.8096618652344,225.2287139892578,435846.0,169.0372314453125,1344.8257446289062,555.4304809570311,0.6808059873051889,2214.57373046875,6488.9130859375,6077.63818359375,162786.0,3308.5250854492188,11135.908935546875,2434.45166015625,22.22247695922852,CBPD0089,2,rest,1
163,sub-CBPD0089_ses-02_task-rest_run-02_bold,0.0035346408839779008,0.008146688895027624,0,51.284637536000005,1.2419094144444445,1.0096045198333337,0.5264429351318696,669.1286010742188,0.30843792722630425,7,3.867403314917127,3.1927916666666665,2.88536,3.4721550000000003,3.22086,0.00877204,-0.005776640959084034,0.035445183515548706,181,96,96,75,2.4973528832673804,2.0,2.0,2.0,2.0,33.96238921567716,60.30342483520508,410.629150390625,224.5303955078125,436826.0,170.69613647460938,1398.1312866210938,577.5491333007812,0.6442242203923111,2252.5888671875,6577.23681640625,6158.16015625,161920.0,3353.960412597656,11276.263671874998,2465.867431640625,37.11442184448242,CBPD0089,2,rest,2
165,sub-CBPD0090_ses-01_task-rest_run-01_bold,0.026074400000000005,0.014972996333333337,0,70.48852728523487,1.47965747033557,1.24305786409396,0.5387365943794212,459.04376220703125,0.7351944207532304,20,13.333333333333336,3.371266666666666,3.097515,3.51951,3.496775,0.0120101,-0.0027445312589406967,0.05936001241207123,150,96,96,75,2.1788392443004563,2.0,2.0,2.0,2.0,24.935034000622764,84.41937255859375,499.6954650878906,247.9200134277344,438221.0,176.86000061035156,1742.780029296875,702.9959716796875,1.1350579334999995,2244.7880859375,6150.49853515625,5637.91357421875,160592.0,2911.238720703125,11266.524169921875,2587.568603515625,25.769365310668945,CBPD0090,1,rest,1
166,sub-CBPD0091_ses-01_task-rest_run-01_bold,0.014772266666666669,0.0153260592,0,63.76374423912752,1.2979145161073815,1.1008710934228192,0.5024065790137853,614.764892578125,0.5365021747911483,23,15.333333333333336,3.221398333333333,2.86134,3.48065,3.3222050000000003,0.00872216,-0.011038110591471195,0.02734819240868092,150,96,96,75,2.518653786686981,2.0,2.0,2.0,2.0,48.269046818618,45.91123962402344,326.5700378417969,208.72666931152344,457702.0,167.5066680908203,900.2793609619133,411.86260986328125,1.0445165750946144,1891.919189453125,5921.18798828125,5461.900390625,144710.0,3240.3786743164064,10163.956347656247,2168.57177734375,28.31928253173828,CBPD0091,1,rest,1
167,sub-CBPD0091_ses-02_task-rest_run-01_bold,0.0023666459627329195,0.005731911739130435,0,36.38903881275002,1.2167740166875003,1.0222159482499995,0.5058131635792252,674.515625,0.12068535027011047,0,0.0,2.974303516682405,2.731765,3.1540301879948487,3.0371153620523645,0.0112464,-0.011349696666002274,0.02747365087270737,161,96,96,75,2.6591684685505506,2.0,2.0,1.9999998807907104,1.999999761581421,50.26886073927789,45.80411911010742,339.72613525390625,209.3913116455078,456417.0,169.55279541015625,1020.0882202148434,452.4828186035156,0.8112224780978998,1881.205810546875,6147.13525390625,5722.568359375,145708.0,3435.769677734376,10325.357666015623,2152.0068359375,49.57591247558594,CBPD0091,2,rest,1
168,sub-CBPD0091_ses-02_task-rest_run-02_bold,0.0027511585365853656,0.006416175,0,38.261133825705535,1.2034172338650304,1.0136700004294483,0.5058564054337717,674.0770263671875,0.15726856621512494,1,0.6097560975609756,2.9969868514319447,2.752595,3.1771901893752927,3.0611753649205404,0.00827718,-0.011255783028900623,0.02839627861976624,164,96,96,75,2.6479080178114875,2.0,2.0,1.9999998807907104,1.999999761581421,47.19927910610151,45.67137145996094,339.8023681640625,209.02438354492188,456138.0,168.70730590820312,1029.462768554686,452.8721008300781,0.8192209937636199,1877.326904296875,6149.8984375,5714.755859375,145998.0,3439.353515625,10352.038916015626,2158.2080078125,47.284400939941406,CBPD0091,2,rest,2
170,sub-CBPD0091_ses-03_task-rest_run-01_bold,0.0032257516339869283,0.007443579542483659,0,44.862039591644745,1.1915504382894733,1.0254004273684212,0.5078277098573977,548.3314819335939,0.22289084775055829,3,1.96078431372549,3.29253,3.0338950000000002,3.4002550000000005,3.4434400000000003,0.00535455,-0.010385648347437382,0.03548426181077957,153,96,96,75,2.032477789539049,2.0,2.0,2.0,2.0,58.99902558043507,59.37191390991211,399.0231323242188,223.3267974853516,449866.0,171.48365783691406,1294.0767822265625,573.8303833007812,1.746943319849766,2093.676513671875,6279.31005859375,5547.30078125,151056.0,3169.2926025390625,11770.952880859375,2729.320068359375,40.09686279296875,CBPD0091,3,rest,1
171,sub-CBPD0091_ses-03_task-rest_run-02_bold,0.002465695364238411,0.008154596092715233,0,46.627641347199976,1.1831262403999998,1.0021508473333332,0.5082860298369489,543.97998046875,0.2363006965726746,0,0.0,3.299186666666667,3.0455349999999997,3.40636,3.445665,0.00962192,-0.010378645732998848,0.034694269299507134,151,96,96,75,2.0326714688520684,2.0,2.0,2.0,2.0,55.631999842406856,60.11902618408203,402.3955993652344,224.4304656982422,449718.0,172.31126403808594,1314.6632202148435,579.5099487304688,1.7586018177305744,2102.369140625,6291.7822265625,5560.62890625,151139.0,3173.157592773437,11804.96533203125,2735.616943359375,38.51597213745117,CBPD0091,3,rest,2
173,sub-CBPD0092_ses-01_task-rest_run-01_bold,0.015170266666666666,0.0099842456,0,58.10182064496643,1.3434545318120803,1.147643225436242,0.5038985977102011,621.8155517578125,0.4127542032802638,15,10.0,3.464125,3.176145,3.4977650000000002,3.718465,0.013198099999999999,-0.0060251899994909755,0.0270492434501648,150,96,96,75,2.0004322421907816,2.0,2.0,2.0,2.0,40.34650764392747,79.25003814697266,385.6064453125,235.72666931152344,440037.0,166.67333984375,1179.0986816406225,498.7422180175781,1.3423056813538985,2502.09375,7078.12060546875,6274.787109375,159488.0,3424.8817138671875,13477.419921875,3136.705810546875,32.29924774169922,CBPD0092,1,rest,1
175,sub-CBPD0093_ses-01_task-rest_run-01_bold,0.011493866666666665,0.01621331413333333,0,65.32305170852348,1.200357365637584,1.0585252688590605,0.5341116814817957,550.0966796875,0.6840079963031412,26,17.333333333333332,3.2043850000000003,2.922645,3.434795,3.2557150000000004,0.038515100000000003,-0.013145914301276207,0.040335435420274734,150,96,96,75,2.611295753539811,2.0,2.0,2.0,2.0,23.39868151746665,62.70421600341797,391.7491149902344,224.0933380126953,438410.0,169.41633071899415,1342.248706054687,486.1714782714844,0.6999303411881489,1938.343994140625,5899.484375,5545.36328125,160488.0,3130.02646484375,9949.5068359375,2123.599365234375,23.79037475585937,CBPD0093,1,rest,1
178,sub-CBPD0094_ses-01_task-rest_run-01_bold,0.005422933333333333,0.0075458031333333325,0,36.29884070791948,1.1089004259731536,1.014512551342282,0.5462629920384716,553.976806640625,0.1765919185309377,2,1.3333333333333333,3.178001666666667,2.88233,3.622475,3.0292,0.0217952,-0.0037198818754404783,0.06470685452222824,150,96,96,75,2.442807132455927,2.0,2.0,2.0,2.0,18.4412276323158,66.26242828369139,517.0944213867189,236.65333557128903,435951.0,179.7933349609375,2055.2333984375,753.5556030273438,0.061962275206302486,2431.3388671875,6295.09814453125,5946.10009765625,162561.0,2873.693359375,10665.033203125,2434.118408203125,39.80398941040039,CBPD0094,1,rest,1
181,sub-CBPD0095_ses-01_task-rest_run-01_bold,0.0023096,0.0066561580000000006,0,36.01551703664429,1.172575758993289,1.0115920806711416,0.539448512548363,596.7674560546875,0.14199915213155664,0,0.0,3.1149383333333334,2.8825950000000002,3.295605,3.166615,0.0161716,0.0006297859363257885,0.04210714250802994,150,96,96,75,2.528052130252378,2.0,2.0,2.0,2.0,27.946671043959924,63.23793029785156,444.75006103515625,230.72666931152344,431029.0,174.80667114257812,1537.3120361328113,670.0249633789062,0.6034291059838169,2201.60498046875,6337.16748046875,5977.78662109375,167177.0,3125.802783203125,10803.956640624996,2364.574951171875,45.45501327514648,CBPD0095,1,rest,1
182,sub-CBPD0095_ses-01_task-rest_run-02_bold,0.0009285333333333334,0.0031096724,0,32.598929194026844,1.1817475620134228,1.0187743285906046,0.5380882723117114,600.5425415039062,0.10345126435731414,0,0.0,3.0458316666666665,2.833125,3.198985,3.105385,0.0109015,0.006200247909873724,0.041504371911287315,150,96,96,75,2.5679507179059042,2.0,2.0,2.0,2.0,29.68564747252593,58.86919021606445,422.1783447265625,224.72000122070312,432216.0,173.32000732421875,1417.1999816894531,634.8651123046875,0.8179542010394814,2073.596923828125,6197.16650390625,5846.169921875,166278.0,3144.8330932617187,10520.472949218747,2276.582763671875,55.92269515991211,CBPD0095,1,rest,2
184,sub-CBPD0095_ses-02_task-rest_run-01_bold,0.0065014012738853506,0.0066860566242038216,0,43.50716862358973,1.211971176282051,1.0138516346794866,0.5363948077232065,511.3108825683594,0.1816358629592041,2,1.2738853503184713,3.433426666666667,3.19714,3.5017400000000003,3.6014,0.0163463,0.0026402482762932773,0.039569854736328125,157,96,96,75,2.003481622656775,2.0,2.0,2.0,2.0,29.59466879294457,76.42485046386719,487.20697021484375,243.2802581787109,424569.0,176.2993621826172,1725.0917236328112,739.7252807617188,2.040423213966367,2265.982421875,6481.22119140625,5845.5986328125,172723.0,2922.6625,12410.2572265625,2917.711669921875,41.179603576660156,CBPD0095,2,rest,1
185,sub-CBPD0095_ses-02_task-rest_run-02_bold,0.0011591666666666664,0.004371707708333333,0,42.01351061357895,1.234480261578948,0.9998212322105262,0.5369930740683807,521.0455932617189,0.13075026545667248,0,0.0,3.3916349999999995,3.1508700000000003,3.46429,3.5597449999999995,0.0266995,0.0020175895188003783,0.03895856812596321,96,96,96,75,2.003468823620815,2.0,2.0,2.0,2.0,29.264996197720734,72.06063842773438,495.94677734375,241.7447967529297,424760.0,177.7291717529297,1786.8771240234344,763.7654418945312,2.0281063176725613,2289.353515625,6510.00927734375,5874.96875,172575.0,2927.542871093751,12452.420214843747,2932.389892578125,52.86492538452149,CBPD0095,2,rest,2
188,sub-CBPD0096_ses-01_task-rest_run-01_bold,0.006002400000000001,0.0059926076,0,36.63488889845638,1.2585142226174493,1.0913684295973158,0.5340782673214642,596.7808227539062,0.1314998413117928,3,2.0,2.9618366666666667,2.71001,3.249715,2.925785,0.023903099999999997,0.0015254172030836346,0.042385581880807884,150,96,96,75,2.830129970020948,2.0,2.0,2.0,2.0,23.639479603074022,53.63067626953125,414.7676696777344,221.54000854492188,445337.0,174.18667602539062,1508.2187255859328,577.984375,0.37915895285605217,1919.6390380859373,5987.99755859375,5712.9169921875,154980.0,3185.4461059570312,9721.60390625,2018.599365234375,46.29969787597656,CBPD0096,1,rest,1
190,sub-CBPD0096_ses-02_task-rest_run-01_bold,0.0013070394736842106,0.004170745789473684,0,36.23710478231788,1.1589358807284766,1.0052836982119209,0.5359241266882646,491.45941162109375,0.1429100648544735,0,0.0,3.1824816666666664,2.948745,3.2935800000000004,3.3051199999999996,0.011273299999999998,0.008271328173577784,0.049564097076654434,152,96,96,75,2.2948271110327663,2.0,2.0,2.0,2.0,20.166642573472892,53.05180358886719,426.00439453125,217.4342193603516,443611.0,171.71381378173828,1630.8750610351562,587.7020263671875,1.658676177415126,1755.65478515625,5581.4736328125,5101.71728515625,156325.0,2843.244775390625,10033.487109375,2223.130859375,48.39667510986328,CBPD0096,2,rest,1
191,sub-CBPD0096_ses-02_task-rest_run-02_bold,0.002500745341614907,0.004434128074534162,0,38.94092915081251,1.2153663940000003,1.0273918131250004,0.5365367633063135,489.6496276855469,0.15421411533477802,1,0.6211180124223602,3.1889983333333336,2.9544799999999998,3.3004800000000003,3.312035,0.0132018,0.007926339283585548,0.04982413351535797,161,96,96,75,2.2884807157972973,2.0,2.0,2.0,2.0,19.813961056577533,53.26316833496094,429.9937133789063,218.3291931152344,443296.0,172.25466918945312,1651.5403747558594,594.9583129882812,1.6679170226728468,1759.719970703125,5586.5,5103.0869140625,156719.0,2838.7379638671882,10056.009082031253,2229.89453125,48.21302795410156,CBPD0096,2,rest,2
193,sub-CBPD0097_ses-01_task-rest_run-01_bold,0.007789666666666667,0.0103769014,0,53.929057460201356,1.182804813959731,1.005924825771812,0.5439086696123026,564.66162109375,0.34666868165700626,9,6.0,3.377265,3.0914099999999998,3.5641,3.476285,0.00653196,-0.0069738924503326425,0.08551064878702164,150,96,96,75,1.980909531306844,2.0,2.0,2.0,2.0,19.993247665041963,81.85941314697266,529.8701171875,248.4600067138672,414857.0,179.32000732421875,2115.147998046872,774.3590698242188,0.95167993359038,2897.2421875,7068.0234375,6358.93359375,180157.0,3110.757421875,13365.788476562495,3210.09912109375,33.292160034179695,CBPD0097,1,rest,1
195,sub-CBPD0097_ses-02_task-rest_run-01_bold,0.0015067484662576686,0.003360992576687117,0,42.688609300061714,1.2451362885802464,1.008095278333333,0.5481502587568983,578.8054809570312,0.1705887120227666,0,0.0,3.259551538791672,3.0158,3.544775,3.2180796163750154,0.0125155,-0.003922171890735625,0.0973273739218712,163,96,96,75,1.9867230195553656,2.0,2.0,2.0,2.000000238418579,22.08048044192132,86.00911712646484,593.080078125,259.2392578125,414041.0,185.6993865966797,2374.94482421875,890.0521240234375,0.32135530148839303,3317.81396484375,7501.6064453125,6776.5830078125,180948.0,3183.29619140625,13920.6783203125,3410.925537109375,52.242164611816406,CBPD0097,2,rest,1
196,sub-CBPD0097_ses-02_task-rest_run-02_bold,0.002557134146341464,0.004325196097560976,0,44.46077711889571,1.2654436699999994,1.0207727555828223,0.548091991449863,580.3277587890625,0.22050616369564566,0,0.0,3.2611598720860635,3.0132,3.55122,3.2190596162581895,0.0129874,-0.003502942156046629,0.09743265062570572,164,96,96,75,1.9962451563866968,2.0,2.0,2.0,2.000000238418579,23.257837142851034,85.76042938232422,591.3257446289062,259.2530517578125,414234.0,185.5670623779297,2367.65234375,889.1778564453125,0.3374301923562508,3296.701416015625,7513.1357421875,6784.3291015625,180604.0,3212.0017944335937,13912.539208984375,3398.53564453125,50.63737869262695,CBPD0097,2,rest,2
198,sub-CBPD0098_ses-01_task-rest_run-01_bold,0.018110333333333336,0.04135704133333334,0,97.68693053449668,1.1357524743624154,1.0469692835570472,0.5155937285407327,533.8499755859375,1.5230029997681964,45,30.0,3.3646599999999998,2.972805,3.597695,3.52348,0.0245858,-0.006269701290875672,0.042112980037927635,150,96,96,75,2.4142924532316328,2.0,2.0,2.0,2.0,28.05347162894405,74.34756469726562,390.0047607421875,235.01333618164062,452070.0,161.1999969482422,1157.8310791015622,448.18206787109375,1.3700095853245198,1980.07470703125,6195.01708984375,5709.61328125,149407.0,3292.218798828125,10873.0970703125,2364.9140625,15.23672866821289,CBPD0098,1,rest,1
200,sub-CBPD0099_ses-01_task-rest_run-01_bold,0.0056582,0.0154973498,0,49.632901121342286,1.1684944490604032,0.9694657707382548,0.5235027074159168,610.1307983398438,0.3300758349313722,7,4.666666666666667,3.502485,3.238945,3.8742949999999996,3.394215,0.0201763,-0.017537925392389297,0.06737039238214493,150,96,96,75,1.8910169535196584,2.0,2.0,2.0,2.0,18.983759649052388,100.23993682861328,507.09466552734375,259.633056640625,423173.0,167.5001861572266,1965.85888671875,692.8768920898438,0.9836602085655044,3393.6025390625,7734.64990234375,6931.07177734375,172916.0,3202.2489013671875,14736.65869140625,3665.2509765625,25.416961669921875,CBPD0099,1,rest,1
202,sub-CBPD0103_ses-01_task-rest_run-01_bold,0.02955444444444445,0.02598553916666667,0,93.64012334042252,1.490719957605634,1.2302493759154929,0.4738589618218429,687.2124633789062,1.1487779375012377,24,33.333333333333336,3.4715300000000004,3.1158349999999997,3.7324,3.566355,0.0111265,-0.015134072862565516,0.02940867096185684,72,96,96,75,2.1696946250038813,2.0,2.0,2.0,2.0,52.19935342679364,45.0958023071289,338.5093994140625,205.3333282470703,477685.0,165.6527862548828,993.5277709960938,460.9076843261719,2.1436681380208986,1875.81103515625,6394.6884765625,5692.7431640625,127908.0,3479.609765625001,11809.504345703124,2623.742919921875,21.877155303955078,CBPD0103,1,rest,1
203,sub-CBPD0103_ses-01_task-rest_run-02_bold,0.03015693333333333,0.073162108,0,181.8820284644967,1.4469874859731549,1.281345937181208,0.4768602522778522,653.6965942382812,3.013513635123162,102,68.0,3.8878866666666663,3.413185,4.200844999999999,4.0496300000000005,0.0457684,-0.014057944528758526,0.03381214663386345,150,96,96,75,2.172630750417404,2.0,2.0,2.0,2.0,49.07525985901818,48.649131774902344,328.50921630859375,205.6000061035156,475477.0,151.9600067138672,961.6693725585899,413.0417175292969,1.980077106555278,1828.3453369140625,6225.49853515625,5537.080078125,129719.0,3354.07080078125,11473.710742187495,2548.55029296875,10.30313205718994,CBPD0103,1,rest,2
205,sub-CBPD0106_ses-01_task-rest_run-01_bold,0.04863911111111111,0.0647479577777778,0,170.28723820772723,1.4326627600000004,1.4149890643181822,0.5475211116125681,568.8316040039062,3.917090003049742,28,62.22222222222222,3.700391666666667,3.277025,4.060615,3.763535,0.015859,-0.01619999296963215,0.07158081233501434,45,96,96,75,2.199769299620543,2.0,2.0,2.0,2.0,17.38490197076018,82.92688751220703,449.43353271484375,241.88890075683597,412027.0,161.08889770507812,1624.7489501953116,568.5501708984375,0.9011093979940704,2502.056640625,6637.73876953125,6127.51171875,183010.0,3091.9433471679686,12148.834619140625,2785.51708984375,10.6920166015625,CBPD0106,1,rest,1
206,sub-CBPD0106_ses-01_task-rest_run-02_bold,0.0359204,0.0367389898,0,105.32445510758387,1.4094847438255036,1.2731724701342286,0.5420254213288438,585.9525146484375,1.9018664077646752,47,31.33333333333333,3.443191666666667,3.092885,3.706525,3.530165,0.0492428,-0.015046184882521631,0.06342517584562303,150,96,96,75,2.22880973112948,2.0,2.0,2.0,2.0,21.376080897473322,75.60285186767578,439.589111328125,238.44000244140625,418181.0,168.65333557128906,1576.9000244140625,583.1343383789062,1.1314504023818168,2413.034423828125,6654.1015625,6130.6201171875,178020.0,3215.9004028320314,12053.919042968746,2750.617431640625,14.643522262573242,CBPD0106,1,rest,2
207,sub-CBPD0109_ses-01_task-rest_run-01_bold,0.012733783783783785,0.01267521027027027,0,58.08037122904109,1.1669163894520544,1.0405740542465751,0.5479841925639837,527.8004760742189,0.4509856544850978,9,12.162162162162161,3.26398,2.914455,3.5819449999999997,3.2955400000000004,0.0147225,-0.004242068156599999,0.034929562360048294,74,96,96,75,2.5977880314476285,2.0,2.0,2.0,2.0,31.819002558685387,58.66298294067383,369.90179443359375,222.13514709472656,420419.0,169.54054260253906,1190.9770751953115,433.9073181152344,0.8413450508158817,1948.139404296875,5694.31103515625,5385.45947265625,176067.0,2939.217602539063,9600.44111328125,2073.08837890625,28.38987922668457,CBPD0109,1,rest,1
208,sub-CBPD0109_ses-01_task-rest_run-02_bold,0.007524455445544555,0.006434321287128714,0,53.60270088170001,1.3163271433999997,1.0736417779000005,0.546018566363682,526.0996704101561,0.3464315037903291,5,4.950495049504951,3.155231666666667,2.84101,3.4369,3.187785,0.00577196,-0.0023989416658878326,0.034672185778617866,101,96,96,75,2.579529308217644,2.0,2.0,2.0,2.0,28.66834786174809,53.25624465942383,355.8406066894531,217.48513793945312,421929.0,170.44554138183594,1133.7682617187495,413.9609375,1.06749721115135,1878.94140625,5625.59326171875,5291.0693359375,174660.0,2969.2663452148436,9533.439501953124,2051.17041015625,39.32337188720703,CBPD0109,1,rest,2
210,sub-CBPD0113_ses-01_task-rest_run-01_bold,0.014250333333333332,0.008209846,0,43.19140306248325,1.2931524687919462,1.1312835632885898,0.5170328087243099,620.7981567382812,0.26254967681755964,8,5.333333333333333,3.2999,2.995335,3.484165,3.4202,0.00581472,-0.014832799322903156,0.041037727147340775,150,96,96,75,2.1879489472102973,2.0,2.0,2.0,2.0,38.88006263919437,47.20605087280274,332.0638427734375,211.8600006103516,431291.0,170.0533447265625,976.9266967773438,395.3133850097656,2.6411099464413583,2013.8082275390625,6130.994140625,5574.93994140625,167469.0,3121.547998046875,11096.182812500005,2548.013427734375,37.87266159057617,CBPD0113,1,rest,1
212,sub-CBPD0117_ses-01_task-rest_run-01_bold,0.030026513157894737,0.059538017105263165,0,147.1179738835099,1.3520496521854308,1.2395551826490063,0.5339180977450787,573.8695068359375,2.6971709633620105,70,46.05263157894736,3.7899166666666666,3.31091,4.048369999999999,4.01047,0.0322325,-0.004896425176411867,0.04676942899823189,152,96,96,75,2.162374768185551,2.0,2.0,2.0,2.0,21.090621681833014,82.04057312011719,424.2272338867188,238.1184234619141,426021.0,157.04605102539062,1434.4671630859375,521.40673828125,1.098966591797467,2241.64599609375,6632.47119140625,5981.73681640625,171287.0,3244.0796875,12206.092871093746,2766.273193359375,11.841878890991213,CBPD0117,1,rest,1
214,sub-CBPD0119_ses-01_task-rest_run-01_bold,0.007211052631578947,0.016776943368421053,0,56.09258826328043,1.056822194920636,0.9626226918518512,0.5428740536439779,614.0323486328125,0.4606065954546849,24,12.63157894736842,3.3761216666666662,3.05746,3.5461050000000003,3.5248,0.020249200000000002,-0.011867672204971312,0.052014902234077454,190,96,96,75,2.069038130065117,2.0,2.0,2.0,2.0,38.76096021527855,68.6990966796875,391.7760314941406,233.7421112060547,399971.0,167.7526397705078,1203.2553100585938,534.6648559570311,1.4529829476222769,2453.57421875,6822.68359375,6144.2109375,194253.0,3321.267578125,12826.00234375,2969.590087890625,24.571866989135746,CBPD0119,1,rest,1
216,sub-CBPD0120_ses-01_task-rest_run-01_bold,0.0036042500000000007,0.0043655205833333325,0,36.26544591673639,1.2192971541004178,1.0291075762343096,0.5335162542482835,698.6807861328125,0.1467522382696606,1,0.4166666666666667,3.2374384019147397,2.863155,3.3973449999999996,3.451815205744219,0.0228748,-0.02732156217098236,0.05911796912550926,240,96,96,75,2.075024415317656,2.0,2.0,2.0,1.9999998807907104,31.19143333542441,59.60680389404297,420.72601318359375,235.1791839599609,410673.0,183.0333404541016,1369.3825927734372,533.5814208984375,1.2173634686936463,2814.7392578125,7357.4755859375,6665.8505859375,184751.0,3479.2022705078125,13690.513671875,3212.41162109375,46.45783996582031,CBPD0120,1,rest,1
218,sub-CBPD0121_ses-01_task-rest_run-01_bold,0.004221038251366121,0.008575104754098358,0,36.69547118741757,1.1712432559890116,1.0085701087362642,0.5247424382821708,643.5009155273438,0.18852281676718174,2,1.0928961748633879,3.1593133333333334,2.958825,3.3814349999999997,3.13768,0.0102709,-0.00939784571528435,0.04351665079593658,183,96,96,75,2.441784161487671,2.0,2.0,2.0,2.0,17.7496120297388,61.56443786621094,447.9523620605469,230.6174774169922,444825.0,177.60108947753906,1673.069897460937,596.2940063476562,0.8916008812344698,2219.59765625,6683.2509765625,6190.4423828125,155000.0,3456.5010498046868,11607.670312499995,2535.20458984375,39.25139999389648,CBPD0121,1,rest,1
220,sub-CBPD0122_ses-01_task-rest_run-01_bold,0.023347166666666662,0.033712308333333336,0,105.32144919970709,1.2539199380753134,1.0955223598326362,0.5263290212362564,531.9940185546875,1.6256087718127534,88,36.66666666666666,3.512668183711388,3.17001,3.7653595511341633,3.602635,0.0836331,-0.006820410955697298,0.04498843848705292,240,96,96,75,1.9728547874837576,2.0,2.0,2.000000238418579,2.0,35.2381770568816,91.61864471435548,410.907958984375,248.8041839599609,420556.0,165.5291748046875,1254.9114685058596,490.814208984375,1.2972428899459059,2449.86767578125,6779.34814453125,6008.212890625,176158.0,3205.778674316406,12888.950927734375,3045.432373046875,14.377056121826172,CBPD0122,1,rest,1
222,sub-CBPD0123_ses-01_task-rest_run-01_bold,0.05504136363636365,0.03183295075757575,0,94.87044005784612,1.7835011964615386,1.6089252619999996,0.5013373258831825,557.4414672851561,1.4013794731146954,16,24.24242424242424,3.294335,3.011205,3.523505,3.348295,0.0649014,0.00396803906187415,0.0223160982131958,66,96,96,75,2.5476246168387227,2.0,2.0,2.0,2.0,33.245460306770575,54.18237686157226,361.3755798339844,211.242431640625,472938.0,164.6212158203125,1129.684155273437,457.7564086914063,1.1432014623074718,1753.19921875,5651.55419921875,5263.810546875,131450.0,3041.341687011719,9675.015136718746,2066.15625,17.741519927978516,CBPD0123,1,rest,1
223,sub-CBPD0123_ses-01_task-rest_run-02_bold,0.009479835164835169,0.014797165054945053,0,58.38716879972376,1.2384810429834257,1.0658879870165745,0.5020397221083959,558.3893432617189,0.3050130098558827,10,5.494505494505495,3.1893766666666665,2.904045,3.4191550000000004,3.24493,0.0145326,0.004668846726417542,0.02443775162100792,182,96,96,75,2.56416747820956,2.0,2.0,2.0,2.0,31.949362566260852,52.75456619262695,357.5904846191406,210.3186798095703,470966.0,166.54945373535156,1124.677276611328,443.6483154296875,0.9959534786751084,1723.8387451171875,5619.4267578125,5230.2724609375,132934.0,3031.2619506835936,9610.22236328125,2039.7469482421875,25.90078353881836,CBPD0123,1,rest,2
